Date,Year,Month,Month_Name,Day,Weekday,Quarter,Mode,Category,Category_Code,Subcategory,Note,Amount,Transaction_Type,Transaction_Type_Code
2018-02-19,2018,2,February,19,Monday,1,Saving Bank Account 1,Beauty,2,grooming,hair cut+shaving,170.0,Expense,0
2017-03-22,2017,3,March,22,Wednesday,1,Cash,Household,24,Furniture,Mattress advance,500.0,Expense,0
2016-09-10,2016,9,September,10,Saturday,3,Saving Bank Account 1,Investment,26,RD,Unknown,1000.0,Expense,0
2016-01-05,2016,1,January,5,Tuesday,1,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund A,1000.0,Expense,0
2015-12-07,2015,12,December,7,Monday,4,Saving Bank Account 1,Investment,26,Mutual fund,reliance mutual fund,1000.0,Expense,0
2018-07-09,2018,7,July,9,Monday,3,Cash,Food,18,Biscuits,Toast packet,20.0,Expense,0
2015-01-15,2015,1,January,15,Thursday,1,Cash,Food,18,Unknown,Ratri Bazar,155.0,Expense,0
2017-07-09,2017,7,July,9,Sunday,3,Saving Bank Account 1,Transportation,48,Bus,2 Place 3m to Mumbai vidyapeeth,12.0,Expense,0
2017-08-17,2017,8,August,17,Thursday,3,Cash,Household,24,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88.0,Expense,0
2015-07-01,2015,7,July,1,Wednesday,3,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2015-04-18,2015,4,April,18,Saturday,2,Saving Bank Account 1,Other,31,Unknown,hair oil,180.0,Expense,0
2018-09-05,2018,9,September,5,Wednesday,3,Cash,Food,18,snacks,Shev Puri,40.0,Expense,0
2018-07-08,2018,7,July,8,Sunday,3,Saving Bank Account 1,Transportation,48,Taxi,To and Fro Cab Fare Contribution,675.0,Expense,0
2017-01-29,2017,1,January,29,Sunday,1,Cash,Transportation,48,auto,within city,30.0,Expense,0
2015-01-26,2015,1,January,26,Monday,1,Cash,Food,18,Unknown,milk half shakti,26.0,Expense,0
2015-02-12,2015,2,February,12,Thursday,1,Cash,Food,18,Unknown,tea,12.0,Expense,0
2016-12-05,2016,12,December,5,Monday,4,Saving Bank Account 1,Investment,26,Mutual fund,Unknown,1000.0,Expense,0
2016-08-31,2016,8,August,31,Wednesday,3,Saving Bank Account 1,Salary,36,Unknown,From workplace,63894.0,Income,1
2016-01-10,2016,1,January,10,Sunday,1,Cash,Household,24,Kitchen,chalk for ants,15.0,Expense,0
2015-04-13,2015,4,April,13,Monday,2,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Expense,0
2018-05-01,2018,5,May,1,Tuesday,2,Saving Bank Account 1,Health,23,Medicine,Refresh Tears Drop,122.0,Expense,0
2018-04-15,2018,4,April,15,Sunday,2,Credit Card,Household,24,Kitchen,"Vessels for sugar, coffee and tea",799.0,Expense,0
2018-02-05,2018,2,February,5,Monday,1,Saving Bank Account 1,Food,18,Grocery,Raw chicken half kg,220.0,Expense,0
2016-04-01,2016,4,April,1,Friday,2,Saving Bank Account 1,Investment,26,Public Provident Fund,Unknown,10000.0,Expense,0
2018-05-04,2018,5,May,4,Friday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,72.0,Expense,0
2018-05-11,2018,5,May,11,Friday,2,Cash,Food,18,Rajgira ladu,1 packet,20.0,Expense,0
2017-12-10,2017,12,December,10,Sunday,4,Saving Bank Account 1,Food,18,Lunch,Catering Service,65.0,Expense,0
2017-03-22,2017,3,March,22,Wednesday,1,Cash,Transportation,48,auto,within city,33.0,Expense,0
2016-10-27,2016,10,October,27,Thursday,4,Saving Bank Account 1,Family,15,gift,Undated Planner - June shop,1119.2,Expense,0
2017-07-05,2017,7,July,5,Wednesday,3,Saving Bank Account 1,Equity Mutual Fund A,9,Unknown,Lumpsum,50000.0,Transfer-Out,2
2017-05-07,2017,5,May,7,Sunday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,0
2016-03-08,2016,3,March,8,Tuesday,1,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund B,1000.0,Expense,0
2017-02-25,2017,2,February,25,Saturday,1,Saving Bank Account 1,Household,24,Appliances,exide inverter battery 150amp,8500.0,Expense,0
2017-04-05,2017,4,April,5,Wednesday,2,Saving Bank Account 1,Equity Mutual Fund A,9,Unknown,Unknown,1000.0,Transfer-Out,2
2017-08-19,2017,8,August,19,Saturday,3,Saving Bank Account 1,Subscription,45,Tata Sky,Current Residence - Tata Play recharge,217.0,Expense,0
2016-12-04,2016,12,December,4,Sunday,4,Cash,Food,18,vegetables,tomato,30.0,Expense,0
2017-02-05,2017,2,February,5,Sunday,1,Cash,Transportation,48,auto,within city,40.0,Expense,0
2018-09-11,2018,9,September,11,Tuesday,3,Saving Bank Account 1,Food,18,Lunch,Home Food Delivery,650.0,Expense,0
2017-05-17,2017,5,May,17,Wednesday,2,Saving Bank Account 1,Food,18,Ice cream,Vanila family pack,99.0,Expense,0
2018-02-17,2018,2,February,17,Saturday,1,Credit Card,Food,18,Dinner,BBQ,1783.0,Expense,0
2018-03-25,2018,3,March,25,Sunday,1,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,Marico Stocks,40.5,Income,1
2017-01-01,2017,1,January,1,Sunday,1,Saving Bank Account 1,Household,24,Kitchen,Channi + viper+ ghasni,50.0,Expense,0
2018-05-01,2018,5,May,1,Tuesday,2,Saving Bank Account 1,Public Provident Fund,33,Unknown,Unknown,12500.0,Transfer-Out,2
2016-11-21,2016,11,November,21,Monday,4,Cash,Transportation,48,auto,within city,70.0,Expense,0
2017-07-26,2017,7,July,26,Wednesday,3,Saving Bank Account 1,Tax Refund,46,Unknown,Unknown,19350.0,Income,1
2017-03-30,2017,3,March,30,Thursday,1,Saving Bank Account 1,Household,24,Kirana,Unknown,245.0,Expense,0
2017-12-01,2017,12,December,1,Friday,4,Share Market Trading,Saving Bank Account 1,37,Unknown,Fund Withdrawal,100000.0,Transfer-Out,2
2017-11-26,2017,11,November,26,Sunday,4,Credit Card,Health,23,Medicine,eye drop,159.0,Expense,0
2018-04-03,2018,4,April,3,Tuesday,2,Equity Mutual Fund B,Saving Bank Account 1,37,Unknown,Unknown,2000.0,Transfer-Out,2
2017-04-04,2017,4,April,4,Tuesday,2,Saving Bank Account 1,Food,18,Ice cream,chocobar (25)+ chocolate cup (20),45.0,Expense,0
2017-03-05,2017,3,March,5,Sunday,1,Cash,Transportation,48,auto,Place 0 to sec 21,30.0,Expense,0
2018-01-04,2018,1,January,4,Thursday,1,Cash,Household,24,Kirana,Cockroach injection,270.0,Expense,0
2017-12-03,2017,12,December,3,Sunday,4,Cash,Other,31,Unknown,2 kg soil,20.0,Expense,0
2015-11-14,2015,11,November,14,Saturday,4,Cash,Other,31,Unknown,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0,Expense,0
2018-05-19,2018,5,May,19,Saturday,2,Cash,Household,24,Kitchen,flour mill,25.0,Expense,0
2015-10-25,2015,10,October,25,Sunday,4,Cash,Household,24,Kitchen,Sapat Parivar Tea half kg,240.0,Expense,0
2017-03-07,2017,3,March,7,Tuesday,1,Saving Bank Account 1,Food,18,Ice cream,vanilla ice cream cups 2,20.0,Expense,0
2018-03-25,2018,3,March,25,Sunday,1,Credit Card,Food,18,Tea,IKEA tea 3,240.0,Expense,0
2016-10-12,2016,10,October,12,Wednesday,4,Saving Bank Account 1,Food,18,Grocery,coconut,150.0,Expense,0
2018-04-14,2018,4,April,14,Saturday,2,Saving Bank Account 1,Food,18,Biscuits,Khari packet,45.0,Expense,0
2017-07-30,2017,7,July,30,Sunday,3,Saving Bank Account 1,Salary,36,Unknown,From workplace,61578.0,Income,1
2018-09-13,2018,9,September,13,Thursday,3,Credit Card,Other,31,Unknown,HBR 2 Months subscription,83.0,Expense,0
2016-11-19,2016,11,November,19,Saturday,4,Cash,Food,18,beverage,lemon juice ( 20/person),40.0,Expense,0
2018-04-30,2018,4,April,30,Monday,2,Cash,Food,18,snacks,6 kachori,72.0,Expense,0
2018-05-05,2018,5,May,5,Saturday,2,Cash,Family,15,Pocket money,Unknown,600.0,Expense,0
2018-03-20,2018,3,March,20,Tuesday,1,Credit Card,Food,18,Dinner,2 Fried rice,246.0,Expense,0
2018-07-31,2018,7,July,31,Tuesday,3,Saving Bank Account 1,Salary,36,Unknown,From workplace,70255.0,Income,1
2016-07-13,2016,7,July,13,Wednesday,3,Cash,Health,23,Medicine,citrizen + crocine,10.0,Expense,0
2018-07-26,2018,7,July,26,Thursday,3,Saving Bank Account 1,Tax Refund,46,Unknown,Unknown,6780.0,Income,1
2017-01-19,2017,1,January,19,Thursday,1,Saving Bank Account 1,Family,15,medicine,syrup,145.0,Expense,0
2017-02-06,2017,2,February,6,Monday,1,Cash,Food,18,fruits,half kg chiku,30.0,Expense,0
2016-07-05,2016,7,July,5,Tuesday,3,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2017-01-03,2017,1,January,3,Tuesday,1,Cash,Culture,5,Movie,Imax 3D,400.0,Expense,0
2015-03-23,2015,3,March,23,Monday,1,Cash,Water,49,Unknown,refilling,20.0,Expense,0
2018-07-28,2018,7,July,28,Saturday,3,Cash,Family,15,Pocket money,Unknown,200.0,Expense,0
2017-05-09,2017,5,May,9,Tuesday,2,Cash,Food,18,Tea,Unknown,10.0,Expense,0
2015-03-01,2015,3,March,1,Sunday,1,Cash,Food,18,fruits,bananas,20.0,Expense,0
2015-03-06,2015,3,March,6,Friday,1,Cash,Transportation,48,auto,to office,10.0,Expense,0
2017-11-18,2017,11,November,18,Saturday,4,Saving Bank Account 1,Food,18,Eggs,6 eggs,39.0,Expense,0
2018-01-01,2018,1,January,1,Monday,1,Saving Bank Account 1,Money Transfer,30,Home,Unknown,30000.0,Expense,0
2017-08-17,2017,8,August,17,Thursday,3,Cash,Food,18,snacks,2 Bhaji pav + 1 vadapav,45.0,Expense,0
2017-10-24,2017,10,October,24,Tuesday,4,Cash,Food,18,snacks,Dahi,10.0,Expense,0
2017-02-28,2017,2,February,28,Tuesday,1,Cash,Transportation,48,Bus,BEST 138 - Marine drive to Place 3m,12.0,Expense,0
2017-09-11,2017,9,September,11,Monday,3,Saving Bank Account 1,Transportation,48,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598.0,Expense,0
2018-01-25,2018,1,January,25,Thursday,1,Cash,Food,18,Lunch,Catering Service,70.0,Expense,0
2017-03-14,2017,3,March,14,Tuesday,1,Cash,Household,24,Hardware,2 bath stool,300.0,Expense,0
2017-01-02,2017,1,January,2,Monday,1,Cash,Household,24,Kitchen,belan,110.0,Expense,0
2017-11-12,2017,11,November,12,Sunday,4,Credit Card,Other,31,Unknown,Shopping at Alfa,3690.0,Expense,0
2017-05-11,2017,5,May,11,Thursday,2,Saving Bank Account 1,Subscription,45,Tata Sky,Unknown,230.0,Expense,0
2015-05-03,2015,5,May,3,Sunday,2,Saving Bank Account 1,Public Provident Fund,33,Unknown,April -May 10k contribution,20000.0,Expense,0
2018-02-04,2018,2,February,4,Sunday,1,Saving Bank Account 1,Food,18,Lunch,Catering Service,50.0,Expense,0
2018-08-05,2018,8,August,5,Sunday,3,Credit Card,Health,23,Health,eyewear Glasses payment remaining,4300.0,Expense,0
2017-12-25,2017,12,December,25,Monday,4,Credit Card,Subscription,45,Tata Sky,Permanent Residence - Tata Play recharge,156.0,Expense,0
2017-02-07,2017,2,February,7,Tuesday,1,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2015-01-13,2015,1,January,13,Tuesday,1,Cash,Food,18,Unknown,tea,10.0,Expense,0
2015-03-19,2015,3,March,19,Thursday,1,Cash,Household,24,Kitchen,cooker ring,50.0,Expense,0
2017-08-01,2017,8,August,1,Tuesday,3,Saving Bank Account 1,Money Transfer,30,Home,Unknown,10000.0,Expense,0
2017-03-12,2017,3,March,12,Sunday,1,Cash,Food,18,beverage,2 sugarcane juice,40.0,Expense,0
2017-05-15,2017,5,May,15,Monday,2,Cash,Food,18,Dinner,Veg cheese grill sandwich,100.0,Expense,0
2018-02-08,2018,2,February,8,Thursday,1,Saving Bank Account 1,Food,18,Onions,onion 1 kg,25.0,Expense,0
2017-01-05,2017,1,January,5,Thursday,1,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2015-07-06,2015,7,July,6,Monday,3,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Expense,0
2018-02-27,2018,2,February,27,Tuesday,1,Credit Card,Household,24,Kirana,Idli pith 1kg,38.0,Expense,0
2017-08-05,2017,8,August,5,Saturday,3,Saving Bank Account 1,Health,23,Medicine,Cinarest,27.0,Expense,0
2015-05-05,2015,5,May,5,Tuesday,2,Saving Bank Account 1,Investment,26,Mutual fund,ICICI prudential,1000.0,Expense,0
2017-03-30,2017,3,March,30,Thursday,1,Saving Bank Account 1,Interest,25,Unknown,interest paid,508.0,Income,1
2018-05-14,2018,5,May,14,Monday,2,Cash,Transportation,48,auto,Place 2 station to Permanent Residence,50.0,Expense,0
2018-08-14,2018,8,August,14,Tuesday,3,Cash,Apparel,1,Laundry,8 clothes ironing,56.0,Expense,0
2018-08-17,2018,8,August,17,Friday,3,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,Pidilite Stocks,22.0,Income,1
2017-10-04,2017,10,October,4,Wednesday,4,Cash,Family,15,Pocket money,Unknown,400.0,Expense,0
2017-12-06,2017,12,December,6,Wednesday,4,Saving Bank Account 1,Food,18,Lunch,Catering Service,125.0,Expense,0
2017-09-06,2017,9,September,6,Wednesday,3,Cash,Other,31,Unknown,Pant chain repair,20.0,Expense,0
2015-01-21,2015,1,January,21,Wednesday,1,Cash,Food,18,Unknown,grocery,120.0,Expense,0
2017-03-10,2017,3,March,10,Friday,1,Saving Bank Account 1,Equity Mutual Fund F,14,Unknown,Unknown,1000.0,Transfer-Out,2
2018-02-24,2018,2,February,24,Saturday,1,Saving Bank Account 1,Food,18,Bread,Flatbread 12 pcs,40.0,Expense,0
2017-12-31,2017,12,December,31,Sunday,4,Saving Bank Account 1,Salary,36,Unknown,From workplace,64623.0,Income,1
2017-05-01,2017,5,May,1,Monday,2,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2017-04-07,2017,4,April,7,Friday,2,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2018-05-14,2018,5,May,14,Monday,2,Cash,Other,31,Unknown,Digilock room charges,40.0,Expense,0
2016-11-05,2016,11,November,5,Saturday,4,Saving Bank Account 1,Investment,26,RD,RD,1000.0,Expense,0
2018-06-27,2018,6,June,27,Wednesday,2,Saving Bank Account 1,Other,31,Unknown,From Family,3000.0,Income,1
2017-09-09,2017,9,September,9,Saturday,3,Cash,Health,23,Medicine,V-wash,45.0,Expense,0
2017-02-27,2017,2,February,27,Monday,1,Saving Bank Account 1,Food,18,Milk,milk 1lit  + amul butter milk,76.0,Expense,0
2018-02-02,2018,2,February,2,Friday,1,Saving Bank Account 1,Food,18,Lunch,Catering Service,82.0,Expense,0
2018-04-05,2018,4,April,5,Thursday,2,Cash,Household,24,Kirana,Idli pith 1kg,38.0,Expense,0
2018-02-11,2018,2,February,11,Sunday,1,Cash,Food,18,Dinner,pav Bhaji,235.0,Expense,0
2017-10-29,2017,10,October,29,Sunday,4,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,0
2015-12-20,2015,12,December,20,Sunday,4,Saving Bank Account 1,Gift,20,Unknown,secret Santa - diary,465.0,Expense,0
2016-09-08,2016,9,September,8,Thursday,3,Saving Bank Account 1,Food,18,beverage,cold coffee,30.0,Expense,0
2018-06-29,2018,6,June,29,Friday,2,Cash,Household,24,Kitchen,Math tap repair,50.0,Expense,0
2018-02-01,2018,2,February,1,Thursday,1,Saving Bank Account 1,Food,18,fruits,8 bananas,30.0,Expense,0
2017-12-28,2017,12,December,28,Thursday,4,Cash,Food,18,vegetables,Ginger,10.0,Expense,0
2016-08-22,2016,8,August,22,Monday,3,Saving Bank Account 1,Festivals,16,Rakshabandhan,rakshabandhan ovalni,500.0,Expense,0
2018-01-26,2018,1,January,26,Friday,1,Cash,Household,24,Kirana,Idli pith 1kg,38.0,Expense,0
2018-02-16,2018,2,February,16,Friday,1,Saving Bank Account 1,Food,18,Biscuits,Khari packet,45.0,Expense,0
2018-05-02,2018,5,May,2,Wednesday,2,Saving Bank Account 1,Food,18,fruits,Mango 1.5 kg,280.0,Expense,0
2016-01-22,2016,1,January,22,Friday,1,Saving Bank Account 1,Subscription,45,Kindle unlimited,kindle unlimited,169.0,Expense,0
2015-10-30,2015,10,October,30,Friday,4,Cash,Transportation,48,auto,Permanent Residence to kacheri,30.0,Expense,0
2017-10-26,2017,10,October,26,Thursday,4,Cash,Transportation,48,auto,within city,50.0,Expense,0
2018-08-21,2018,8,August,21,Tuesday,3,Cash,Food,18,Milk,Half lit  milk,36.0,Expense,0
2017-01-15,2017,1,January,15,Sunday,1,Cash,Food,18,Grocery,chole + shev,140.0,Expense,0
2017-12-01,2017,12,December,1,Friday,4,Equity Mutual Fund B,Saving Bank Account 1,37,Unknown,Unknown,2000.0,Transfer-Out,2
2018-06-27,2018,6,June,27,Wednesday,2,Cash,Household,24,gadgets,Mobile cover real mi note pro,100.0,Expense,0
2015-01-14,2015,1,January,14,Wednesday,1,Cash,Food,18,Unknown,Lunch - chicken fried rice + chicken soup,120.0,Expense,0
2017-09-17,2017,9,September,17,Sunday,3,Saving Bank Account 1,Food,18,Bread,Unknown,35.0,Expense,0
2017-11-19,2017,11,November,19,Sunday,4,Cash,Transportation,48,auto,2 Place 0 to Current Residence,30.0,Expense,0
2018-07-07,2018,7,July,7,Saturday,3,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2017-06-17,2017,6,June,17,Saturday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,64.0,Expense,0
2018-02-13,2018,2,February,13,Tuesday,1,Saving Bank Account 1,Food,18,Bread,Bread,35.0,Expense,0
2016-11-03,2016,11,November,3,Thursday,4,Cash,Food,18,Grocery,butter + frozen vatana+ 9 pan,240.0,Expense,0
2018-05-26,2018,5,May,26,Saturday,2,Cash,Transportation,48,auto,Permanent Residence to Motor Driving school,50.0,Expense,0
2018-02-22,2018,2,February,22,Thursday,1,Saving Bank Account 1,Food,18,Onions,onion 1 kg,20.0,Expense,0
2016-09-13,2016,9,September,13,Tuesday,3,Cash,Food,18,snacks,brownie,70.0,Expense,0
2015-05-31,2015,5,May,31,Sunday,2,Saving Bank Account 1,Household,24,Appliances,electricity bill,2671.0,Expense,0
2015-06-10,2015,6,June,10,Wednesday,2,Saving Bank Account 1,Other,31,Unknown,Tambola,50.0,Expense,0
2017-12-01,2017,12,December,1,Friday,4,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2017-02-19,2017,2,February,19,Sunday,1,Cash,Money Transfer,30,Unknown,To Family,23.0,Expense,0
2018-09-06,2018,9,September,6,Thursday,3,Cash,Food,18,snacks,Amul butter,55.0,Expense,0
2017-05-18,2017,5,May,18,Thursday,2,Cash,Beauty,2,grooming,Shaving,50.0,Expense,0
2017-09-01,2017,9,September,1,Friday,3,Cash,Maid,28,Unknown,Unknown,820.0,Expense,0
2016-11-03,2016,11,November,3,Thursday,4,Saving Bank Account 1,Bonus,3,Unknown,Diwali gift,1500.0,Income,1
2018-04-03,2018,4,April,3,Tuesday,2,Saving Bank Account 1,Public Provident Fund,33,Unknown,Unknown,12500.0,Transfer-Out,2
2017-06-08,2017,6,June,8,Thursday,2,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2018-02-11,2018,2,February,11,Sunday,1,Cash,Transportation,48,auto,Current Residence to Place 0,15.0,Expense,0
2017-04-03,2017,4,April,3,Monday,2,Saving Bank Account 1,Subscription,45,Edtech Course,Unknown,2700.1,Expense,0
2017-05-16,2017,5,May,16,Tuesday,2,Saving Bank Account 1,Food,18,Lunch,Non veg combo meal,234.0,Expense,0
2018-08-07,2018,8,August,7,Tuesday,3,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2017-04-21,2017,4,April,21,Friday,2,Saving Bank Account 1,Subscription,45,Cable TV,Monthly recharge,261.0,Expense,0
2017-07-04,2017,7,July,4,Tuesday,3,Saving Bank Account 1,Transportation,48,auto,Place 1 bridge to Current Residence 2 seats,60.0,Expense,0
2016-10-28,2016,10,October,28,Friday,4,Cash,Transportation,48,auto,Permanent Residence to pathology,40.0,Expense,0
2017-05-03,2017,5,May,3,Wednesday,2,Saving Bank Account 1,Gift,20,Unknown,Decathlon shoes,1811.0,Expense,0
2018-05-14,2018,5,May,14,Monday,2,Saving Bank Account 1,Amazon Pay Cashback,0,Unknown,Unknown,21.0,Income,1
2017-08-17,2017,8,August,17,Thursday,3,Cash,Maid,28,Unknown,Unknown,1020.0,Expense,0
2016-12-03,2016,12,December,3,Saturday,4,Cash,Food,18,chocolate,2 milkybar,20.0,Expense,0
2016-04-07,2016,4,April,7,Thursday,2,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund B,1000.0,Expense,0
2017-08-02,2017,8,August,2,Wednesday,3,Saving Bank Account 1,Subscription,45,Edtech Course,Unknown,2700.0,Expense,0
2015-03-03,2015,3,March,3,Tuesday,1,Cash,Maid,28,Unknown,Unknown,333.0,Expense,0
2015-03-25,2015,3,March,25,Wednesday,1,Cash,Water,49,Unknown,Unknown,20.0,Expense,0
2017-09-30,2017,9,September,30,Saturday,3,Saving Bank Account 1,Household,24,Kirana,Supermart,155.0,Expense,0
2018-03-20,2018,3,March,20,Tuesday,1,Credit Card,Food,18,snacks,Chicken lollypop 8 pcs,215.75,Expense,0
2017-05-03,2017,5,May,3,Wednesday,2,Cash,Transportation,48,Train,Place 0 to Place 6 return,10.0,Expense,0
2015-08-31,2015,8,August,31,Monday,3,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2015-08-03,2015,8,August,3,Monday,3,Saving Bank Account 1,Maid,28,Unknown,Unknown,333.0,Expense,0
2018-03-08,2018,3,March,8,Thursday,1,Saving Bank Account 1,Apparel,1,Laundry,clothes ironing,91.0,Expense,0
2018-08-13,2018,8,August,13,Monday,3,Cash,Food,18,Ice cream,chocobar,20.0,Expense,0
2015-04-18,2015,4,April,18,Saturday,2,Saving Bank Account 1,Food,18,Grocery,snacks,324.0,Expense,0
2018-08-31,2018,8,August,31,Friday,3,Credit Card,Food,18,Dinner,Domino's Pizza,510.85,Expense,0
2016-02-14,2016,2,February,14,Sunday,1,Cash,Food,18,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,Expense,0
2017-11-02,2017,11,November,2,Thursday,4,Cash,Food,18,snacks,2 pavwada,20.0,Expense,0
2015-05-14,2015,5,May,14,Thursday,2,Saving Bank Account 1,Other,31,Unknown,internet renewal (3 months pack),1450.0,Expense,0
2018-04-05,2018,4,April,5,Thursday,2,Cash,Food,18,Lunch,Catering Service,130.0,Expense,0
2018-06-24,2018,6,June,24,Sunday,2,Saving Bank Account 1,Food,18,breakfast,Bread,18.0,Expense,0
2017-02-27,2017,2,February,27,Monday,1,Cash,Transportation,48,auto,Current Residence to Place 0,30.0,Expense,0
2017-07-24,2017,7,July,24,Monday,3,Saving Bank Account 1,Food,18,Eggs,4 eggs,22.0,Expense,0
2017-12-17,2017,12,December,17,Sunday,4,Cash,Transportation,48,auto,within city,30.0,Expense,0
2017-06-06,2017,6,June,6,Tuesday,2,Cash,Food,18,snacks,2 Veg puff,40.0,Expense,0
2017-12-27,2017,12,December,27,Wednesday,4,Cash,Food,18,Grocery,Tata salt 28+ 6 eggs 42,70.0,Expense,0
2015-04-04,2015,4,April,4,Saturday,2,Cash,Food,18,Grocery,Unknown,287.0,Expense,0
2016-10-28,2016,10,October,28,Friday,4,Saving Bank Account 1,Health,23,Medicine,syrup+tablet+ mortein refill,221.0,Expense,0
2018-05-04,2018,5,May,4,Friday,2,Cash,Household,24,Kirana,Supermart,37.0,Expense,0
2018-06-27,2018,6,June,27,Wednesday,2,Cash,Household,24,gadgets,Mouse pad,100.0,Expense,0
2017-07-05,2017,7,July,5,Wednesday,3,Saving Bank Account 1,Food,18,Dinner,veg fried rice 1 full,180.0,Expense,0
2017-01-07,2017,1,January,7,Saturday,1,Saving Bank Account 1,Food,18,snacks,woffel,175.0,Expense,0
2015-01-05,2015,1,January,5,Monday,1,Cash,Other,31,Unknown,cook,2250.0,Expense,0
2016-12-01,2016,12,December,1,Thursday,4,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2017-08-06,2017,8,August,6,Sunday,3,Cash,Health,23,Medicine,Vicks VapoRub,22.0,Expense,0
2017-03-11,2017,3,March,11,Saturday,1,Cash,Transportation,48,Train,2 Place 0 to WS returns,20.0,Expense,0
2017-11-12,2017,11,November,12,Sunday,4,Credit Card,Food,18,Dinner,At restaurant,1525.0,Expense,0
2016-02-28,2016,2,February,28,Sunday,1,Saving Bank Account 1,Food,18,snacks,biscuits,70.0,Expense,0
2015-03-10,2015,3,March,10,Tuesday,1,Cash,Transportation,48,auto,Bandra to Bandra terminus,20.0,Expense,0
2016-02-01,2016,2,February,1,Monday,1,Saving Bank Account 1,Investment,26,Public Provident Fund,Unknown,10000.0,Expense,0
2015-01-14,2015,1,January,14,Wednesday,1,Saving Bank Account 1,Transportation,48,Unknown,travels - Mumbai to brc,760.0,Expense,0
2018-03-02,2018,3,March,2,Friday,1,Saving Bank Account 1,Food,18,Ice cream,chocobar,15.0,Expense,0
2017-05-05,2017,5,May,5,Friday,2,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2018-05-14,2018,5,May,14,Monday,2,Cash,Transportation,48,auto,2 Current Residence to Place 0,40.0,Expense,0
2015-03-16,2015,3,March,16,Monday,1,Cash,Food,18,Tea,Unknown,20.0,Expense,0
2018-06-26,2018,6,June,26,Tuesday,2,Cash,Food,18,Tea,2 cutting chai,20.0,Expense,0
2017-02-10,2017,2,February,10,Friday,1,Saving Bank Account 1,Equity Mutual Fund F,14,Unknown,Unknown,1000.0,Transfer-Out,2
2018-01-31,2018,1,January,31,Wednesday,1,Saving Bank Account 1,Food,18,Milk,1 lit,69.0,Expense,0
2018-03-25,2018,3,March,25,Sunday,1,Cash,Food,18,snacks,Popcorn family pack,25.0,Expense,0
2017-11-12,2017,11,November,12,Sunday,4,Cash,Transportation,48,Train,Place 4 station to Place P return,30.0,Expense,0
2016-12-18,2016,12,December,18,Sunday,4,Saving Bank Account 1,Family,15,Pocket money,Unknown,2000.0,Expense,0
2018-01-26,2018,1,January,26,Friday,1,Cash,Transportation,48,Train,Place 0 to Place 4 return,20.0,Expense,0
2015-10-05,2015,10,October,5,Monday,4,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Expense,0
2017-08-20,2017,8,August,20,Sunday,3,Cash,Transportation,48,Taxi,Dadar West to siddhivinayak,25.0,Expense,0
2015-01-01,2015,1,January,1,Thursday,1,Cash,Food,18,Unknown,Temple Prasad,200.0,Expense,0
2016-12-05,2016,12,December,5,Monday,4,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Expense,0
2018-01-01,2018,1,January,1,Monday,1,Equity Mutual Fund B,Saving Bank Account 1,37,Unknown,Unknown,2000.0,Transfer-Out,2
